"Balance","QualMiles","BonusMiles","BonusTrans","FlightMiles","FlightTrans","DaysSinceEnroll","AirlineCluster_K.cluster"
81251,0,19500,6,0,0,3958,4
18142,0,220,4,0,0,3638,5
16200,0,40455,17,0,0,3840,3
8913,0,2050,10,50,1,3630,5
14372,0,9042,13,0,0,3557,3
77965,0,41126,33,2683,7,3120,3
12271,500,7684,15,1000,2,4219,3
49874,0,39976,13,0,0,4293,3
35445,0,3379,9,0,0,4198,4
91755,0,5026,8,751,3,2676,5
33753,0,14961,14,500,1,3335,3
53750,0,23135,14,0,0,3736,3
110132,0,19000,5,0,0,3271,5
12221,0,511,4,0,0,3692,5
65519,0,0,0,0,0,4150,5
47291,0,1350,4,350,3,2336,5
124564,0,11026,13,0,0,3840,3
24111,0,9374,16,0,0,3802,3
35801,0,3337,13,0,0,3743,3
150972,0,2700,3,700,2,3645,5
292023,0,14125,12,3250,7,3683,1
47090,0,0,0,0,0,3726,5
1300,0,454,11,0,0,3691,5
109103,2370,19600,27,7600,24,3739,2
101057,0,13650,11,2150,9,3600,3
20900,0,1000,1,0,0,3685,5
46607,0,0,0,0,0,3727,5
33017,0,1069,7,250,1,3814,5
30729,0,16456,15,0,0,3795,3
35546,0,3376,10,0,0,3739,5
7845,0,265,3,0,0,3508,5
25788,0,4650,13,4650,13,3687,2
13543,0,1443,7,423,2,3811,5
16618,0,897,5,0,0,3620,5
11548,0,1634,7,0,0,3837,5
22181,0,6245,15,0,0,3656,3
222312,0,29039,17,0,0,3721,3
25080,0,2060,12,0,0,3795,5
17964,0,5030,23,0,0,3783,3
155385,0,15267,12,0,0,3624,3
3977,0,0,0,0,0,3593,5
14620,0,0,0,0,0,2833,5
46882,0,0,0,0,0,3701,5
3350,0,65,3,0,0,3540,5
3049,0,0,0,0,0,3613,5
32377,0,250,2,250,2,3515,5
9396,0,860,5,350,2,3588,5
102669,0,6760,14,306,2,3265,3
26745,0,17547,9,0,0,3664,5
120576,0,36635,14,0,0,3823,3
7658,0,300,1,0,0,3231,5
11136,0,100,1,0,0,3571,5
168778,0,57060,20,500,1,3326,1
124979,0,14267,14,0,0,3720,3
35659,0,1102,9,0,0,3533,5
55996,867,12165,14,0,0,3582,3
65904,0,47224,35,5350,18,3655,2
125679,0,68151,27,650,1,3683,1
235312,0,56685,16,0,0,3476,1
64414,0,1952,12,0,0,2395,5
34204,0,16862,9,1700,5,3596,3
22384,0,0,0,0,0,3676,5
13381,0,1150,2,150,1,3312,5
10959,0,500,1,0,0,3469,5
28607,0,5943,5,0,0,2895,5
30686,0,6161,2,0,0,3596,5
8260,0,700,2,0,0,3673,5
61584,0,27937,14,0,0,3783,3
141594,0,30565,16,0,0,3776,3
114549,0,5000,4,1000,2,3760,5
64153,0,23563,19,0,0,3575,3
10000,0,790,3,0,0,3564,5
21839,0,853,3,119,1,3638,5
182704,5513,5850,12,3100,10,3820,2
92551,0,13755,13,500,1,3895,3
49353,0,34656,14,0,0,3540,3
21843,0,1411,9,0,0,3177,5
34072,0,500,1,0,0,3879,5
72962,0,28055,16,0,0,3869,3
99502,0,19678,28,600,2,4182,3
13250,0,17778,14,0,0,3861,3
98232,0,56687,14,500,1,3867,3
98895,0,89709,17,500,1,3854,1
119340,1000,400,5,400,5,3855,5
30171,0,15370,13,0,0,3853,3
105957,0,4881,12,0,0,3859,3
22548,0,3225,9,0,0,3852,5
89761,0,11965,13,0,0,3845,3
65263,0,22500,4,0,0,3844,5
128456,0,70125,28,0,0,3764,1
35203,0,1800,16,1800,16,3832,2
62023,0,750,4,550,1,3819,5
44197,0,2500,1,0,0,3831,5
104245,0,45589,14,0,0,3810,3
252520,0,43392,17,500,1,3818,1
85496,0,2799,7,2711,6,3820,5
49874,0,7200,9,1700,4,3817,5
109649,0,22136,13,0,0,3812,3
34379,0,13051,20,150,1,3805,3
56688,0,3550,10,1050,9,3812,5
48970,0,30872,14,0,0,3817,3
70789,0,76661,29,150,1,3810,1
24277,0,5330,5,0,0,3796,5
20308,0,19526,13,0,0,3797,3
111041,0,10252,12,0,0,3875,3
27904,0,6622,17,0,0,3793,3
128620,0,7747,12,0,0,3789,3
65340,2454,33795,11,500,1,3775,3
27135,0,4908,11,0,0,3783,5
32898,0,1000,1,0,0,3777,5
196922,0,40170,18,0,0,3755,3
196175,0,33886,13,0,0,3775,3
11457,0,705,3,0,0,3767,5
175344,0,40152,19,0,0,3770,3
5154,0,54657,28,0,0,3769,3
13232,0,8668,16,0,0,3753,3
88232,0,11550,5,550,3,3729,5
75526,0,46421,14,0,0,3712,3
53935,0,0,0,0,0,3743,5
18402,0,0,0,0,0,3746,5
24784,0,100,1,0,0,3729,5
62903,0,16434,13,0,0,3732,3
80272,0,34744,14,550,2,3728,3
10458,0,10458,12,0,0,3726,3
188184,0,32170,13,0,0,3707,3
83524,0,43152,18,0,0,3694,3
10794,0,0,0,0,0,3712,5
49807,0,6393,20,0,0,3718,3
18266,0,12254,15,0,0,3713,3
87851,0,28969,17,0,0,4026,3
32991,0,1230,6,0,0,3693,5
28677,0,215,3,0,0,3699,5
103809,0,16776,14,0,0,3699,3
417,0,3000,1,0,0,3670,5
8859,0,11998,13,0,0,3690,3
26896,0,5364,15,0,0,3685,3
16986,0,0,0,0,0,3676,5
25530,0,25131,17,0,0,3677,3
77067,0,40129,15,0,0,3671,3
6350,0,0,0,0,0,3657,5
76118,0,79154,41,1992,2,3621,1
40420,0,8649,14,0,0,3651,3
30178,0,14422,15,0,0,3656,3
15088,0,0,0,0,0,3650,5
138020,0,16449,17,500,1,3637,3
27310,0,15537,16,500,1,3623,3
109131,0,17481,17,150,1,3622,3
35356,0,18520,15,300,1,3637,3
33466,0,355,3,0,0,3592,5
350608,0,50988,26,2643,5,3630,1
42107,888,3600,4,1000,2,3607,5
74796,0,19710,15,400,1,3616,3
26129,0,20265,17,0,0,3629,3
30893,0,0,0,0,0,3623,5
9445,0,1000,2,1000,2,3613,5
52965,0,500,1,0,0,3606,5
19516,0,17696,16,0,0,3593,3
106378,0,56007,14,0,0,3607,3
22201,0,51278,16,350,1,3602,3
73378,0,13607,14,0,0,3599,3
50193,0,12263,3,0,0,3596,5
165144,0,24156,14,0,0,3581,3
53556,0,0,0,0,0,3575,5
18387,0,40560,19,800,2,3588,3
28577,0,48564,14,0,0,3586,3
55417,0,37127,31,0,0,3575,3
142244,0,12325,13,0,0,3578,3
23139,0,8156,14,0,0,3578,3
146232,0,83783,19,375,1,3566,1
35323,0,1875,8,0,0,3553,5
108081,0,217006,24,0,0,3567,1
1021,0,100,1,0,0,3553,5
120345,0,38323,17,650,2,3544,3
11593,0,9055,16,0,0,3558,3
68180,0,2044,9,0,0,3550,5
26605,0,3704,11,0,0,3543,5
17920,0,3250,18,0,0,3546,3
85156,0,133,5,0,0,3550,5
9005,0,520,1,0,0,3531,5
55404,0,10613,15,500,1,3531,3
42584,0,841,6,0,0,3526,5
92843,0,27650,29,9150,26,3530,2
51082,0,40878,13,0,0,3524,3
18727,0,0,0,0,0,3524,5
212029,0,43162,19,0,0,3518,1
48806,0,12600,10,2500,8,3502,3
15610,0,0,0,0,0,3508,5
46876,0,9680,7,0,0,3498,5
14075,0,4286,15,0,0,3513,3
59895,0,10500,4,0,0,3497,5
25936,0,0,0,0,0,3495,5
134318,0,333,3,258,1,3488,5
32807,0,17259,4,0,0,3482,5
38591,0,11039,18,0,0,3488,3
48958,0,24430,5,0,0,3483,5
10710,0,1000,1,0,0,3460,5
60349,0,10350,18,0,0,3468,3
9453,0,2585,5,0,0,3463,5
60867,0,41345,18,0,0,3454,3
27590,0,100,1,0,0,3455,5
100069,0,18745,13,0,0,3454,3
27820,0,3005,11,0,0,3454,5
20503,0,520,3,0,0,3445,5
137371,0,4977,6,1977,4,3447,5
12950,0,12798,18,195,1,3432,3
25207,957,6883,13,0,0,3440,5
17088,0,0,0,0,0,3510,5
24100,0,26674,23,2300,7,3421,3
101632,0,48658,14,0,0,3432,3
233449,0,21274,18,0,0,3419,3
45257,0,3625,7,0,0,3417,5
626,0,626,1,0,0,3393,5
18272,0,2920,5,0,0,3405,5
10756,0,1375,4,0,0,3104,5
161281,0,6321,8,175,1,3399,5
75680,0,23159,14,0,0,3397,3
59839,0,26962,18,0,0,3404,3
201259,0,40755,34,0,0,3398,1
101772,0,26480,17,1000,2,3396,3
190674,4704,104159,33,4754,15,3396,2
1452,0,2375,5,0,0,3396,5
30902,0,4175,12,50,1,3384,5
65458,1000,28356,24,1100,3,3382,3
114067,0,42569,23,0,0,3336,3
93371,0,55338,20,0,0,3382,3
20207,0,3033,12,0,0,3370,5
41040,0,66292,14,200,2,3372,3
41062,0,8275,11,0,0,3356,5
208825,0,42007,23,0,0,3369,3
81087,0,18971,12,0,0,3362,3
14336,0,0,0,0,0,3349,5
29929,0,18032,17,150,1,3344,3
121390,0,8500,4,0,0,3342,5
23226,0,2236,2,0,0,3343,5
451294,0,45907,22,500,1,3347,1
68012,0,247,3,0,0,3342,5
23589,0,0,0,0,0,3336,5
35033,0,1000,1,0,0,2913,5
19860,0,1500,5,0,0,3281,5
49588,0,4960,14,100,1,3299,3
111442,0,30368,19,0,0,3392,3
87402,0,41685,21,0,0,3306,3
21875,7558,12398,15,0,0,3299,1
71459,0,36608,28,1020,3,3312,3
34049,0,2030,8,0,0,3306,5
39759,0,100,1,100,1,3278,5
64138,0,22089,19,0,0,3257,3
83811,0,25936,15,500,1,3281,3
51864,0,6795,13,0,0,3279,3
168886,0,66859,21,200,1,3285,1
51730,0,2875,16,0,0,3264,3
118141,0,46521,11,0,0,3259,3
76060,0,33424,30,0,0,3263,3
25316,0,0,0,0,0,3258,5
16859,0,64109,45,4822,9,3266,2
42236,0,8639,10,8389,9,3259,2
3446,0,0,0,0,0,3245,5
26119,0,3189,6,0,0,3257,5
136732,0,87549,20,0,0,3252,1
14554,0,0,0,0,0,3237,5
165203,0,36666,20,0,0,3239,3
76513,0,45265,16,0,0,3235,3
137076,0,61276,24,1600,4,3225,1
11952,0,0,0,0,0,3244,5
44742,0,2500,1,0,0,3217,5
94022,0,2585,14,0,0,3222,3
29287,0,0,0,0,0,3216,5
199273,0,58457,14,0,0,3217,1
114868,0,45996,22,0,0,3204,3
37335,0,19507,17,0,0,3202,3
45522,0,10728,13,0,0,3197,3
66524,0,34682,23,0,0,3188,3
38411,0,500,1,500,1,3190,5
38137,0,11050,3,50,1,3182,5
22077,0,1385,4,0,0,3187,5
65784,0,10953,50,0,0,3169,3
95916,0,11845,11,0,0,3182,3
122164,0,9944,16,0,0,3182,3
307149,2562,58008,19,650,2,3173,1
200089,4727,75019,21,300,2,3166,1
161453,0,38956,44,0,0,3158,3
135568,0,40051,21,0,0,3166,3
98339,0,16336,13,0,0,3145,3
26103,0,13692,18,0,0,3151,3
11133,0,0,0,0,0,3147,5
7011,0,19791,16,0,0,3152,3
177232,0,14787,13,0,0,3137,3
29298,0,24656,13,0,0,3141,3
35304,0,30532,13,0,0,3131,3
14952,0,250,1,250,1,3099,5
163315,0,8035,29,0,0,3120,3
23649,0,3250,16,0,0,3176,3
4460,0,4741,14,1816,1,3113,3
169794,0,22824,19,767,2,3119,3
23781,0,50,1,50,1,3085,5
704113,0,98119,23,0,0,3082,1
34942,0,19016,13,0,0,3089,3
5970,0,1000,1,0,0,3091,5
192246,0,3170,5,500,1,3083,5
34103,0,34630,16,0,0,3115,3
142152,0,19464,13,0,0,3088,3
12713,0,0,0,0,0,3077,5
28848,0,0,0,0,0,3069,5
10940,0,0,0,0,0,3062,5
24372,0,255,1,255,1,3064,5
29005,0,90,3,0,0,3060,5
215155,0,57130,15,0,0,3069,1
30062,5368,7373,10,4373,8,3057,2
13117,0,1972,3,0,0,3027,5
86341,0,20991,16,0,0,3053,3
142810,0,8000,4,0,0,3049,5
8399,0,21136,13,0,0,3052,3
120622,0,25675,14,500,1,3040,3
86150,0,7600,34,100,1,3011,3
14079,0,6503,16,0,0,2999,3
10036,0,13959,16,0,0,3030,3
80737,0,2845,5,150,1,3028,5
25435,0,7147,32,0,0,3027,3
241165,0,1700,3,200,2,3000,5
85826,0,33678,29,0,0,3026,3
654,0,14967,10,0,0,3022,5
11525,0,0,0,0,0,3008,5
40204,0,850,3,350,2,3006,5
22963,0,0,0,0,0,2998,5
47165,0,4545,4,0,0,2992,5
103240,0,44627,29,50,1,2993,3
61737,0,6789,12,0,0,2921,5
25766,0,2548,16,100,2,2973,3
147090,0,35511,31,1800,16,2927,2
79333,0,1500,3,1500,3,2977,5
4923,0,305,2,0,0,2985,5
56687,0,48989,28,0,0,2973,3
326704,0,37408,19,0,0,2962,1
45149,0,21292,10,0,0,2949,3
57477,0,2607,4,0,0,3038,5
48265,0,1000,1,0,0,2951,5
34249,0,4100,12,0,0,2951,5
210491,0,48287,18,0,0,2958,1
25671,0,10513,12,0,0,2945,5
191583,0,25675,18,0,0,2950,3
90332,0,12845,25,0,0,2927,3
53532,0,30808,18,0,0,2927,3
71507,0,3750,6,0,0,2934,5
35196,0,0,0,0,0,2922,5
30034,0,15816,6,0,0,2908,5
47787,0,47223,21,450,1,2921,3
46967,0,2000,9,0,0,2888,5
103615,0,13668,15,1300,11,2896,3
5110,0,0,0,0,0,2901,5
128927,0,61165,14,0,0,2882,3
5000,0,5000,1,0,0,2893,5
126701,0,20636,15,0,0,2878,3
34855,0,230,3,0,0,2882,5
34464,0,5312,5,0,0,2886,5
86638,0,45861,13,0,0,2867,3
140398,0,118013,26,1100,4,2972,1
65812,0,185,2,0,0,2854,5
34177,1754,7072,16,350,1,2867,3
58195,0,24808,13,0,0,2838,3
34781,0,11270,12,0,0,2859,5
22457,0,17579,15,0,0,2858,3
19996,0,500,1,0,0,3217,5
26256,0,2000,9,0,0,2847,5
42966,0,7734,6,0,0,2840,5
3129,0,0,0,0,0,2840,5
138008,5368,34178,14,200,1,2962,1
9611,0,2250,3,0,0,2845,5
40702,0,39897,14,0,0,2826,3
105579,0,16332,12,0,0,2830,3
46654,0,3215,6,0,0,2830,5
518960,0,15700,8,200,1,2819,1
39715,0,17388,12,0,0,2826,3
199,0,0,0,0,0,2822,5
6345,0,7719,18,0,0,2805,3
72598,0,6090,8,1100,1,2804,5
59805,0,2900,7,1700,5,2802,5
10307,0,0,0,0,0,2808,5
37997,0,11073,5,0,0,2805,5
102083,0,12978,14,150,2,2780,3
104632,0,26700,10,1200,7,2791,3
18260,0,500,1,0,0,2780,5
28484,0,350,3,0,0,2782,5
29105,0,5000,1,0,0,2774,5
49560,0,0,0,0,0,2770,5
29346,0,150,1,150,1,2773,5
75288,0,36866,20,0,0,2774,3
42366,0,6293,9,0,0,2770,5
151336,651,11400,6,1000,4,2742,5
48363,0,790,3,0,0,2766,5
11529,0,15738,15,0,0,2768,3
61956,0,17500,2,0,0,2755,5
15378,0,25236,9,736,3,2741,3
85346,0,2835,3,0,0,2748,5
215946,0,2125,10,0,0,2740,5
66539,0,27894,17,0,0,2741,3
97131,0,33324,19,1500,3,2727,3
14513,0,0,0,0,0,2731,5
211773,0,23256,30,0,0,2675,3
45742,0,7625,23,250,1,2712,3
39862,0,14152,18,350,2,2727,3
75132,0,53001,23,400,3,2720,3
91296,0,19057,16,0,0,2712,3
117290,0,1754,8,0,0,2717,5
75556,0,2790,6,0,0,2712,5
5103,0,5103,2,0,0,2697,5
10747,0,990,4,500,1,2697,5
31789,0,10220,17,0,0,2699,3
59515,0,3170,5,0,0,2705,5
86913,0,23705,6,0,0,2691,5
49129,0,16921,18,500,1,2692,3
135408,0,62224,15,607,1,2697,3
41152,10074,3250,19,0,0,2669,1
145750,0,10986,12,0,0,2531,3
7041,0,1747,12,0,0,2718,5
273442,0,54625,35,2850,7,2676,1
44514,0,3577,13,0,0,2657,5
96490,0,2000,1,0,0,2665,5
45050,2900,4875,10,500,1,2669,5
91048,0,51580,20,100,1,2669,3
20352,0,1900,5,500,1,2658,5
34294,0,17683,14,0,0,2661,3
59696,2586,63827,22,500,1,2654,1
106155,0,0,0,0,0,2657,5
29244,0,6252,13,0,0,2650,5
27592,0,335,3,0,0,2633,5
16128,0,475,3,0,0,2643,5
51353,0,8114,16,2004,10,2637,3
235422,0,30208,14,0,0,2629,3
7456,0,0,0,0,0,2635,5
33604,0,13619,16,0,0,2633,3
24803,0,0,0,0,0,2623,5
58411,0,2500,1,0,0,2619,5
3273,0,500,1,0,0,2749,5
28480,0,2644,6,0,0,2628,5
46706,0,3344,16,0,0,2609,3
102230,0,3406,5,500,1,2620,5
12096,0,50,1,50,1,2607,5
118487,0,3388,14,0,0,2592,3
20518,0,5580,10,0,0,2600,5
6280,0,1220,6,200,2,2578,5
11700,0,0,0,0,0,2585,5
391,0,9000,1,0,0,2581,5
78305,733,130,3,0,0,2580,5
145214,1692,3500,4,500,1,2560,5
137760,0,64949,13,0,0,2580,3
88563,0,42410,27,0,0,2567,3
25748,0,0,0,0,0,2566,5
27102,0,27102,9,0,0,2563,5
25824,0,17760,20,750,2,2559,3
23054,0,400,3,300,2,2553,5
29150,0,13952,14,0,0,2544,3
37529,0,25706,14,0,0,2558,3
7515,0,13681,18,0,0,2552,3
194576,0,41315,16,550,1,2539,3
24265,0,1854,12,0,0,2550,5
16773,0,140,2,0,0,2525,5
5432,0,1000,2,1000,2,2535,5
110480,0,44191,22,500,1,2539,3
86273,0,35304,15,500,1,2523,3
20674,0,16876,22,0,0,2528,3
8335,0,3750,16,0,0,2522,3
40893,0,1130,3,0,0,2518,5
644881,2600,14350,28,10850,26,2511,2
61081,0,37682,21,2000,4,2509,3
27438,0,2528,6,2528,6,2490,5
14748,0,2210,7,0,0,2497,5
49514,0,4500,22,0,0,2569,3
7457,0,17131,5,0,0,2496,5
97193,0,13338,12,0,0,2502,3
68456,0,6317,5,0,0,2488,5
123842,0,24295,14,0,0,2500,3
61285,0,55027,22,0,0,2412,3
20157,0,1450,3,150,1,2455,5
41073,0,13993,20,0,0,2493,3
21784,0,6208,14,0,0,2483,5
12868,0,1875,8,0,0,2483,5
147862,0,44783,14,0,0,2426,3
11836,0,5075,14,350,1,2479,5
25681,1526,14941,20,2963,16,2468,2
282784,3508,19314,17,3100,7,2460,1
59704,0,57404,14,0,0,2440,3
75279,0,5375,21,0,0,2459,3
66681,0,4478,16,3504,12,2465,2
72085,0,20310,12,150,1,2462,3
2039,0,0,0,0,0,2451,5
2214,0,0,0,0,0,2448,5
16208,0,0,0,0,0,2451,5
25829,0,1375,4,0,0,2444,5
83217,0,3679,4,0,0,2447,5
9520,0,12515,13,0,0,2438,5
103215,0,16726,14,0,0,2427,3
62629,0,36986,14,0,0,2438,3
45603,0,5964,13,0,0,2432,5
44792,0,9463,16,0,0,2430,3
97535,0,0,0,0,0,2418,5
60085,0,14714,17,0,0,2404,3
76938,0,23503,13,0,0,2422,3
2562,0,9075,11,1050,3,2412,5
7685,0,500,4,0,0,2406,5
102942,0,56780,18,0,0,2405,3
7029,0,495,3,0,0,2565,5
2119,0,0,0,0,0,2399,5
207311,0,31000,37,12000,24,2395,2
77753,0,12483,13,0,0,2377,3
171637,0,4300,8,2800,7,2364,5
35243,0,10046,15,1500,3,2356,3
46186,0,9744,14,0,0,2364,3
54810,0,19665,21,0,0,2368,3
25637,0,445,3,0,0,2367,5
35088,0,320,2,0,0,2362,5
73899,0,2745,14,500,1,2362,5
81171,0,3700,4,100,1,2348,5
39418,0,700,3,200,2,2343,5
62124,0,0,0,0,0,2355,5
14134,0,2125,9,0,0,2312,5
405499,1000,72318,46,9729,29,2329,2
20353,0,1729,5,0,0,2298,5
93154,0,30752,21,0,0,2333,3
9492,0,781,6,250,1,2320,5
18369,0,800,4,700,3,2327,5
32824,0,1660,5,100,1,2339,5
109416,0,73665,39,2200,5,2327,1
28312,0,1726,13,0,0,2335,5
78462,0,20291,14,0,0,2311,3
32740,0,10722,4,0,0,2315,5
57293,0,1000,1,0,0,2319,5
174743,0,27460,12,0,0,2326,3
59486,0,3517,4,0,0,2315,5
211355,0,11238,12,0,0,2294,3
56805,0,16617,17,0,0,2307,3
278258,0,1000,1,0,0,2298,5
18545,0,25053,22,0,0,2304,3
5570,0,9094,26,0,0,2287,3
44690,0,24779,15,1000,2,2297,3
127835,0,52700,21,0,0,2301,3
32540,0,44283,17,100,1,2297,3
54396,629,34007,16,0,0,2283,3
162840,0,57382,15,0,0,2277,3
109441,0,6500,10,4000,8,2237,5
7369,0,0,0,0,0,2277,5
16378,0,0,0,0,0,2272,5
39859,0,3675,8,0,0,2272,5
44214,0,24928,13,0,0,2259,3
73102,0,18156,20,0,0,2272,3
3552,0,10597,17,0,0,2264,3
71593,0,22666,17,0,0,2266,3
74072,0,50272,39,0,0,2264,3
42970,0,7889,14,0,0,2256,5
23385,0,18303,15,150,1,2248,3
51176,0,40397,16,0,0,2243,3
12426,0,0,0,0,0,2238,5
10062,0,2000,9,0,0,2242,5
34790,0,0,0,0,0,2272,5
95759,0,9198,12,6195,8,2231,2
51592,0,18678,9,0,0,2230,5
23294,0,420,4,0,0,2228,5
33398,0,14086,15,0,0,2223,3
229576,0,9030,19,9000,18,2217,2
60250,0,43071,12,0,0,2214,3
81871,0,23068,20,0,0,2222,3
259529,0,700,3,200,2,2210,5
430,0,220,1,0,0,2196,5
75949,0,952,4,0,0,2195,5
44206,0,22598,14,500,1,2247,3
125274,0,3150,4,550,2,2194,5
104670,0,3993,12,0,0,2202,5
282971,0,5780,16,300,3,2192,3
28731,0,29782,11,0,0,2182,3
16965,1651,2475,13,0,0,2182,5
50658,1674,1600,3,500,1,2174,5
124681,0,23392,39,2287,5,2173,3
74352,0,17868,15,0,0,2188,3
70308,0,41704,19,0,0,2186,3
98722,0,18012,19,50,1,2178,3
79020,0,3422,10,0,0,2179,5
28335,0,400,3,0,0,2161,5
22011,0,0,0,0,0,2167,5
49436,0,33836,13,0,0,2167,3
145072,0,15000,4,0,0,2152,5
8992,0,9113,11,0,0,2145,5
72497,0,24279,13,0,0,2161,3
187999,0,52429,49,4550,24,2184,2
62335,0,500,1,0,0,2147,5
41556,0,26682,4,0,0,2131,5
15436,0,6147,13,0,0,2138,5
109618,0,14159,11,0,0,2138,5
182228,0,41048,12,0,0,2139,3
1000,0,0,0,0,0,2126,5
36699,0,2500,13,0,0,2119,5
135828,0,34495,28,450,2,2142,3
39098,0,18992,14,0,0,2129,3
20713,0,13421,12,400,1,2104,5
18959,0,0,0,0,0,2115,5
28010,0,150,3,0,0,2115,5
148976,0,2650,3,650,2,2108,5
126680,0,18248,39,4723,31,2108,2
664,0,0,0,0,0,2108,5
18533,0,27904,14,0,0,2102,3
202168,0,12463,18,0,0,2098,3
4653,2433,0,0,0,0,2094,5
37839,0,11512,16,0,0,2084,3
29196,0,7011,15,0,0,2082,3
38378,0,1600,4,600,3,2091,5
66716,0,22571,16,200,1,2082,3
7500,0,0,0,0,0,2084,5
47992,0,645,4,450,1,2073,5
85823,0,0,0,0,0,2074,5
32323,0,1250,3,0,0,2074,5
87633,0,69237,37,4050,9,2068,2
104523,0,4000,2,0,0,2073,5
60856,0,17332,8,0,0,2076,5
15526,0,2750,15,0,0,2063,5
83781,0,35151,22,200,1,2066,3
17681,0,500,1,0,0,2059,5
76909,0,18405,12,0,0,2066,3
22084,0,2773,10,0,0,2054,5
50783,0,11595,15,0,0,2060,3
43220,0,4985,20,100,1,2041,3
41275,0,0,0,0,0,2035,5
13738,0,6485,18,900,5,2042,3
32270,0,0,0,0,0,2040,5
22053,0,39810,27,0,0,2042,3
32708,0,11556,13,0,0,2035,5
7108,0,5598,8,2500,5,2026,5
47056,0,0,0,0,0,2031,5
112197,0,32108,16,0,0,2013,3
106757,0,51234,13,0,0,2013,3
105294,0,56281,26,850,5,2021,3
180481,1249,18315,25,3100,7,2019,3
169139,0,9500,5,0,0,2019,5
92406,0,9402,26,750,2,1999,3
41150,0,0,0,0,0,2000,5
3831,0,2,4,0,0,2013,5
48014,0,0,0,0,0,2005,5
19078,0,200,1,200,1,1999,5
3965,0,8228,12,0,0,2003,5
37965,0,2250,5,0,0,1998,5
69884,0,89360,24,450,2,1990,1
24557,0,18957,20,0,0,1996,3
16733,0,1000,1,0,0,1983,5
41824,0,2100,3,0,0,1982,5
8188,0,500,1,500,1,1985,5
36146,0,4091,10,3091,9,1975,5
37331,0,0,0,0,0,1970,5
15000,0,15000,1,0,0,1976,5
232194,0,46165,17,0,0,1978,3
8557,0,200622,5,622,3,1955,1
1000,0,1000,1,0,0,1970,5
84179,0,22397,19,0,0,1976,3
66590,0,1300,13,0,0,1975,5
66445,0,22276,13,0,0,1975,3
174286,0,11850,18,2100,5,1950,3
33951,0,12279,14,0,0,1963,3
27204,0,7627,16,0,0,1968,3
16442,0,0,0,0,0,1962,5
39669,0,31989,14,0,0,1955,3
8063,0,18250,5,0,0,1950,5
15243,0,675,3,0,0,1944,5
17603,2543,7247,14,0,0,1958,5
66466,0,86952,22,0,0,1956,1
52537,0,49146,19,100,2,1944,3
51172,0,500,4,0,0,1939,5
56186,0,27538,20,400,4,1926,3
18074,0,1625,6,0,0,1765,5
31759,0,0,0,0,0,1922,5
34007,0,440,2,0,0,1937,5
28338,0,90,2,0,0,1936,5
28693,0,8229,20,0,0,1937,3
15036,0,7917,8,0,0,1935,5
26797,0,0,0,0,0,1928,5
79192,0,14404,21,150,1,2080,3
83651,0,14809,18,1997,3,1914,3
19128,0,10595,27,0,0,1919,3
11245,0,0,0,0,0,1920,5
18735,0,4100,19,0,0,1913,3
43310,0,11943,14,0,0,1804,3
51142,0,5000,3,0,0,1874,5
127588,0,11297,11,0,0,1906,5
43304,0,3750,4,250,2,1887,5
33064,0,300,3,0,0,1895,5
10424,0,0,0,0,0,1894,5
6517,0,2025,8,0,0,1900,5
47160,0,0,0,0,0,1898,5
15584,0,2875,16,0,0,1894,5
164222,0,7300,5,800,3,1892,5
248738,0,500,1,0,0,1888,5
25853,0,23163,18,0,0,1886,3
113183,0,4200,8,600,5,1865,5
153664,0,55567,17,0,0,1881,3
21285,0,2375,12,0,0,1879,5
70353,0,2986,15,150,2,1879,3
39728,0,16359,11,0,0,1860,5
28294,0,0,0,0,0,1865,5
109505,0,15766,23,0,0,1867,3
78317,0,34282,35,2537,11,1859,2
20969,0,40234,13,150,1,1831,3
36398,0,9704,22,0,0,1858,3
166199,6168,10550,5,50,1,1851,5
147770,0,64517,31,450,4,1831,1
16875,0,500,1,0,0,1838,5
17060,0,0,0,0,0,1836,5
44101,0,57114,19,0,0,1829,3
142729,0,0,0,0,0,1823,5
23578,0,16366,17,500,1,1830,3
19881,0,800,4,800,4,1822,5
62960,0,50255,10,0,0,1824,3
16685,0,400,2,0,0,1817,5
33405,0,1600,3,0,0,1808,5
37211,0,23007,18,0,0,1817,3
2900,0,2900,29,2900,29,1804,2
99226,0,5796,12,0,0,1811,5
31899,0,29816,20,500,1,1804,3
17769,0,5165,10,0,0,1807,5
50212,0,1507,7,500,1,1801,5
32125,0,1010,4,500,2,1795,5
12120,0,1000,1,0,0,1802,5
82352,0,5760,18,0,0,1797,3
6286,0,230,3,0,0,1788,5
17326,0,0,0,0,0,1787,5
32234,0,17001,13,0,0,1780,3
60386,2738,24356,14,1565,1,1785,3
56174,0,6589,15,0,0,1768,3
81144,0,34664,17,0,0,1769,3
51737,0,3119,19,0,0,1774,3
95537,0,29226,17,150,1,1774,3
36311,0,100,1,100,1,1766,5
23518,0,11843,13,0,0,1768,5
34042,0,3463,14,250,1,1761,5
19591,0,4437,8,0,0,1772,5
46455,0,6817,11,0,0,1763,5
89413,0,24667,21,0,0,1767,3
169546,0,68315,24,600,2,1761,1
17135,0,60,2,0,0,1747,5
72253,0,29227,16,0,0,1752,3
8344,0,1500,2,500,1,1753,5
52718,0,11540,11,0,0,1755,5
23933,0,10144,15,0,0,1804,3
